tokenizer,seed,silhouette,bert_real_macro,bert_shuf_macro,bag_lr_macro
ssl_kmeans30,0,0.1175,0.3370268869801481,0.3339650225010941,0.3630057965571807
ssl_kmeans30,1,0.1175,0.3079003003467402,0.3079218073222294,0.30898317784821616
ssl_kmeans30,2,0.1175,0.34445722422268,0.34571298660591276,0.28902486637806934
ssl_kmeans30,3,0.1175,0.34420223848648546,0.34381733715865015,0.3492133137039046
ssl_kmeans30,4,0.1175,0.3279150032089023,0.3288509504203187,0.3191273536459863
