task,tokenizer,seed,bert_real_macro,bert_shuf_macro,bag_lr_macro
caller_id,kmeans30,0,0.16216020191929195,0.1603950034874616,0.18173767889537354
caller_id,kmeans30,1,0.16720394174464276,0.17370595457243226,0.1864608722967979
caller_id,kmeans30,2,0.16271904108123636,0.16156771696421052,0.18658351285934988
caller_id,kmeans30,3,0.15621060522362598,0.15949501205954053,0.17654808641148878
caller_id,kmeans30,4,0.1622075148183402,0.16123481337424617,0.17511364968225274
